측정지역,법적구분,용도구분,지역구분,측정지점,측정년도,측정분기,평균 낮,평균 밤,낮 09시 자료,낮 12시 자료,낮 16시 자료,낮 20시 자료,밤 23시 자료,밤 01시 자료
부산진구개금2동백병원주변,가,종합병원,일반,하성약국 옆,2020,4,57,47,62,59,57,52,47,47
부산진구개금2동백병원주변,가,종합병원,일반,하성약국 옆,2020,4,57,47,62,59,57,52,47,47
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동 107호 앞,2020,4,56,46,53,57,59,56,47,45
부산진구개금4동백병원주변,가,종합병원,일반,건강탕 앞,2020,4,58,49,61,57,58,56,49,49
부산진구개금5동백병원주변,가,종합병원,도로,개금2동새마을금고 앞,2020,4,65,58,65,64,64,69,61,56
부산진구개금6동백병원주변,가,종합병원,도로,주원초등학교 앞,2020,4,64,59,64,64,65,63,61,58
기장군기장읍동부리,나,일반주거,도로,기장FILA 앞,2020,4,68,64,69,68,68,69,66,63
기장군기장읍동부리,나,일반주거,도로,초이스안경 앞,2020,4,69,63,69,69,70,70,67,60
기장군기장읍동부리,나,일반주거,일반,678치킨 앞,2020,4,53,53,51,53,54,57,55,51
기장군기장읍동부리,나,일반주거,일반,대진아파트 앞,2020,4,53,49,53,53,53,53,51,47
기장군기장읍동부리,나,일반주거,일반,유한빌라 앞,2020,4,58,51,57,59,60,59,53,50
동래구사직2동,나,일반주거,도로,시티부동산 건너편,2020,4,64,57,63,64,65,64,61,54
동래구사직2동,나,일반주거,도로,종로엠스쿨 앞,2020,4,65,60,66,65,66,65,63,57
동래구사직2동,나,일반주거,일반,남다른대구막창 앞,2020,4,58,53,62,56,58,56,57,50
동래구사직2동,나,일반주거,일반,대구반야월막창 사직점 앞,2020,4,61,58,58,62,60,64,60,57
동래구사직2동,나,일반주거,일반,쌍용예가 107동 앞,2020,4,55,47,53,55,58,55,48,46
해운대구중1동,다,상업지역,도로,노보텔호텔 우,2020,4,72,71,74,72,71,72,73,70
해운대구중1동,다,상업지역,도로,노보텔호텔 좌,2020,4,71,71,73,71,70,72,72,70
해운대구중1동,다,상업지역,일반,노보텔호텔 뒤,2020,4,56,52,57,57,56,56,53,52
해운대구중1동,다,상업지역,일반,파라다이스호텔 옆,2020,4,57,55,57,57,57,57,56,54
해운대구중1동,다,상업지역,일반,파라다이스호텔 입구,2020,4,55,53,55,54,55,59,53,53
영도구남항동,다,준공업지역,도로,구 남항새마을금고 앞,2020,4,67,61,70,66,67,66,64,59
영도구남항동,다,준공업지역,도로,카이스트안경 앞,2020,4,68,63,70,68,69,68,66,60
영도구남항동,다,준공업지역,일반,신한아파트 앞,2020,4,59,49,61,62,63,52,58,41
영도구남항동,다,준공업지역,일반,영도종합상가 앞,2020,4,60,44,65,66,66,43,40,48
영도구남항동,다,준공업지역,일반,유성티엠주식회사 앞,2020,4,58,47,61,60,61,50,48,47
해운대구중1동,다,상업지역,도로,노보텔호텔 우,2020,3,72,71,75,71,71,72,72,70
해운대구중1동,다,상업지역,도로,노보텔호텔 좌,2020,3,72,71,73,73,73,72,73,70
중구대청공원내,가,녹지,일반,충혼탑입구,2020,1,58,52,59,58,61,57,55,49
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2020,1,56,47,56,53,64,51,48,46
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2020,1,51,48,53,52,51,51,48,48
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2020,1,56,48,58,58,56,53,50,47
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2020,1,66,63,66,66,66,67,65,61
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2020,1,68,65,69,68,69,68,68,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2020,1,52,47,53,54,52,51,50,44
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2020,1,58,55,55,62,57,58,57,53
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2020,1,54,52,52,56,55,55,55,50
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2020,1,63,58,63,64,63,65,61,56
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2020,1,66,61,64,74,64,65,63,60
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2020,1,60,57,62,60,58,63,60,55
동래구사직2동,나,일반주거2,일반,사직주공안,2020,1,55,44,55,55,54,56,46,42
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2020,1,54,51,53,56,53,55,52,50
영도구남항동,다,준공업,도로,남항새마을금고,2020,1,69,63,70,69,70,68,66,60
영도구남항동,다,준공업,도로,카이스트안경앞,2020,1,68,63,69,69,70,67,66,60
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2020,1,59,49,62,60,63,51,49,50
영도구남항동,다,준공업,일반,신한아파트앞,2020,1,59,44,62,60,62,53,46,43
영도구남항동,다,준공업,일반,하나전기앞,2020,1,61,42,66,62,68,50,43,42
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고 앞,2020,2,61,56,62,61,62,61,60,53
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교 앞,2020,2,63,58,64,65,63,62,62,55
중구대청공원내,가,녹지,도로,시민아파트 앞,2020,2,65,59,66,65,66,64,62,56
중구대청공원내,가,녹지,도로,시민헌장 앞,2020,2,57,53,56,57,59,56,56,51
중구대청공원내,가,녹지,일반,도서관 앞,2020,2,52,48,53,53,53,50,51,45
중구대청공원내,가,녹지,일반,동상 앞,2020,2,50,44,52,49,51,49,48,40
중구대청공원내,가,녹지,일반,충혼탑입구,2020,2,58,54,59,59,60,57,59,50
부산진구개금2동백병원주변,가,종합병원,일반,건강탕 앞,2020,2,54,50,54,58,56,51,53,48
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호 앞,2020,2,52,47,52,60,50,49,49,46
부산진구개금4동백병원주변,가,종합병원,일반,하성약국 옆,2020,2,57,49,59,58,58,53,51,48
기장군기장읍동부리,나,일반주거1,도로,기장FILA 앞,2020,2,67,64,67,68,67,68,67,62
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2020,1,61,53,63,63,64,56,55,52
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2020,1,64,56,65,66,64,61,58,54
기장군기장읍동부리,나,일반주거1,도로,초이스안경 앞,2020,2,69,64,69,70,69,69,66,62
기장군기장읍동부리,나,일반주거1,일반,678치킨 앞,2020,2,56,54,53,57,57,57,53,56
기장군기장읍동부리,나,일반주거1,일반,대진아파트 앞,2020,2,54,49,54,55,56,52,50,48
기장군기장읍동부리,나,일반주거1,일반,유한빌라 앞,2020,2,59,53,56,62,59,59,55,52
동래구사직2동,나,일반주거2,도로,시티부동산 건너편,2020,2,64,57,64,64,65,63,60,54
동래구사직2동,나,일반주거2,도로,종로엠스쿨 앞,2020,2,66,60,66,66,67,66,63,57
동래구사직2동,나,일반주거2,일반,남다른 대구막창 앞,2020,2,57,53,59,54,57,58,55,52
동래구사직2동,나,일반주거2,일반,대구반야월막창 사직점 앞,2020,2,61,58,58,63,62,63,60,57
동래구사직2동,나,일반주거2,일반,쌍용예가 107동 앞,2020,2,53,45,53,54,56,51,47,43
영도구남항동,다,준공업,도로,구 남항새마을금고 앞,2020,2,68,62,68,68,68,68,65,59
영도구남항동,다,준공업,도로,카이스트안경 앞,2020,2,69,63,70,69,69,68,66,60
영도구남항동,다,준공업,일반,신한아파트 앞,2020,2,61,44,64,62,64,54,45,44
영도구남항동,다,준공업,일반,영도종합상가 앞,2020,2,62,42,67,61,67,56,43,42
영도구남항동,다,준공업,일반,유성티엠주식회사 앞,2020,2,58,45,66,59,59,50,43,47
중구대청공원내,가,녹지,도로,시민아파트 앞,2020,3,65,57,66,66,66,64,61,54
중구대청공원내,가,녹지,도로,시민헌장 앞,2020,3,55,53,56,56,57,54,53,54
중구대청공원내,가,녹지,일반,도서관 앞,2020,3,51,46,52,52,54,49,48,45
중구대청공원내,가,녹지,일반,동상 앞,2020,3,47,45,49,48,50,44,45,45
중구대청공원내,가,녹지,일반,충혼탑인구,2020,3,58,56,59,59,58,56,57,55
부산진구개금2동백병원주변,가,종합병원,일반,하성약국 옆,2020,3,56,49,58,61,57,51,48,50
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동 107호 앞,2020,3,53,46,57,51,54,50,47,45
부산진구개금4동백병원주변,가,종합병원,일반,건강탕 앞,2020,3,54,50,56,54,55,53,51,50
부산진구개금5동백병원주변,가,종합병원,도로,개금2동새마을금고 앞,2020,3,64,55,66,65,64,61,58,53
부산진구개금6동백병원주변,가,종합병원,도로,주원초등학교 앞,2020,3,63,55,63,65,64,61,57,53
기장군기장읍동부리,나,일반주거,도로,기장FILA 앞,2020,3,69,66,68,69,71,69,68,64
기장군기장읍동부리,나,일반주거,도로,초이스안경 앞,2020,3,70,65,69,70,71,70,68,62
기장군기장읍동부리,나,일반주거,일반,678치킨 앞,2020,3,56,56,54,53,55,62,57,55
기장군기장읍동부리,나,일반주거,일반,대진아파트 앞,2020,3,56,51,53,61,55,55,51,51
기장군기장읍동부리,나,일반주거,일반,유한빌라 앞,2020,3,58,56,55,60,61,59,55,57
동래구사직2동,나,일반주거,도로,시티부동산 건너편,2020,3,65,57,65,65,66,64,62,53
동래구사직2동,나,일반주거,도로,종로엠스쿨 앞,2020,3,65,60,65,65,66,65,64,57
동래구사직2동,나,일반주거,일반,남다른대구막창 앞,2020,3,58,54,62,58,57,58,58,51
동래구사직2동,나,일반주거,일반,대구반야월막창 사직점 앞,2020,3,61,59,60,61,61,63,60,59
동래구사직2동,나,일반주거,일반,쌍용예가 107동 앞,2020,3,54,45,53,57,55,54,48,43
해운대구중1동,다,상업지역,일반,노보텔호텔 뒤,2020,3,57,53,58,58,57,55,53,53
해운대구중1동,다,상업지역,일반,파라다이스호텔 옆,2020,3,60,53,58,61,67,56,54,52
해운대구중1동,다,상업지역,일반,파라다이스호텔 입구,2020,3,59,52,62,59,61,55,53,52
영도구남항동,다,준공업지역,도로,구 남항새마을금고 앞,2020,3,67,61,68,67,67,66,64,58
영도구남항동,다,준공업지역,도로,카이스트안경 앞,2020,3,69,62,70,69,69,68,65,60
영도구남항동,다,준공업지역,일반,신한아파트 앞,2020,3,59,46,63,60,63,52,49,43
영도구남항동,다,준공업지역,일반,영도종합상가 앞,2020,3,62,44,67,69,68,47,48,41
영도구남항동,다,준공업지역,일반,유성티엠주식회사 앞,2020,3,59,47,63,63,60,51,49,45
중구대청공원내,가,녹지,도로,시민아파트앞,2020,1,65,58,66,66,67,64,60,56
중구대청공원내,가,녹지,도로,시민헌장앞,2020,1,57,49,56,59,61,55,52,47
중구대청공원내,가,녹지,일반,도서관앞,2020,1,50,42,53,51,50,47,45,40
중구대청공원내,가,녹지,일반,동상앞,2020,1,52,40,64,52,49,45,42,39
영도구남항동,다,준공업,도로,카이스트안경앞,2019,3,69,65,70,69,70,68,67,64
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2019,3,59,49,61,59,63,54,48,51
영도구남항동,다,준공업,일반,신한아파트앞,2019,3,61,42,63,61,64,56,45,40
영도구남항동,다,준공업,일반,하나전기앞,2019,3,61,43,66,63,67,49,44,43
중구대청공원내,가,녹지,도로,시민아파트앞,2019,4,66,61,68,67,67,65,65,57
중구대청공원내,가,녹지,도로,시민헌장앞,2019,4,56,52,56,58,56,55,58,46
중구대청공원내,가,녹지,일반,도서관앞,2019,4,51,42,53,54,50,47,45,39
중구대청공원내,가,녹지,일반,동상앞,2019,4,55,43,71,53,53,45,48,39
중구대청공원내,가,녹지,일반,충혼탑입구,2019,4,59,56,60,60,60,58,62,51
부산진구 개금2동 백병원 주변,가,종합병원,도로,개금2동새마을금고앞,2019,4,62,55,61,63,68,59,58,52
부산진구 개금2동 백병원 주변,가,종합병원,도로,주원초등학교옆,2019,4,63,57,64,65,64,62,60,54
부산진구 개금2동 백병원 주변,가,종합병원,일반,건강탕앞,2019,4,56,47,54,56,60,54,50,44
부산진구 개금2동 백병원 주변,가,종합병원,일반,고원아파트1동107호앞,2019,4,53,48,56,55,54,49,49,48
부산진구 개금2동 백병원 주변,가,종합병원,일반,하성약국옆,2019,4,56,49,56,57,58,54,51,48
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2019,4,68,65,70,69,68,68,67,63
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2019,4,68,64,69,69,68,68,66,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2019,4,55,49,56,55,56,53,47,51
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2019,4,59,51,59,57,63,59,54,48
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2019,4,56,54,55,54,58,57,55,54
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2019,4,63,57,64,62,65,64,61,54
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2019,4,64,60,65,63,66,65,63,58
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2019,4,62,58,66,61,60,64,62,55
동래구사직2동,나,일반주거2,일반,사직주공안,2019,4,55,44,55,53,61,54,48,40
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2019,4,56,50,56,58,57,56,53,48
영도구남항동,다,준공업,도로,남항새마을금고,2019,4,68,63,69,68,69,67,65,62
영도구남항동,다,준공업,도로,카이스트안경앞,2019,4,69,65,70,70,70,69,67,63
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2019,4,59,49,62,63,63,51,49,50
영도구남항동,다,준공업,일반,신한아파트앞,2019,4,62,50,63,61,63,62,51,49
영도구남항동,다,준공업,일반,하나전기앞,2019,4,61,41,65,63,64,54,43,39
영도구남항동,다,준공업,도로,카이스트안경앞,2019,3,69,65,70,69,70,68,67,64
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2019,3,59,49,61,59,63,54,48,51
영도구남항동,다,준공업,일반,신한아파트앞,2019,3,61,42,63,61,64,56,45,40
영도구남항동,다,준공업,일반,하나전기앞,2019,3,61,43,66,63,67,49,44,43
중구대청공원내,가,녹지,도로,시민아파트앞,2019,4,66,61,68,67,67,65,65,57
중구대청공원내,가,녹지,도로,시민헌장앞,2019,4,56,52,56,58,56,55,58,46
중구대청공원내,가,녹지,일반,도서관앞,2019,4,51,42,53,54,50,47,45,39
중구대청공원내,가,녹지,일반,동상앞,2019,4,55,43,71,53,53,45,48,39
중구대청공원내,가,녹지,일반,충혼탑입구,2019,4,59,56,60,60,60,58,62,51
부산진구 개금2동 백병원 주변,가,종합병원,도로,개금2동새마을금고앞,2019,4,62,55,61,63,68,59,58,52
부산진구 개금2동 백병원 주변,가,종합병원,도로,주원초등학교옆,2019,4,63,57,64,65,64,62,60,54
부산진구 개금2동 백병원 주변,가,종합병원,일반,건강탕앞,2019,4,56,47,54,56,60,54,50,44
부산진구 개금2동 백병원 주변,가,종합병원,일반,고원아파트1동107호앞,2019,4,53,48,56,55,54,49,49,48
부산진구 개금2동 백병원 주변,가,종합병원,일반,하성약국옆,2019,4,56,49,56,57,58,54,51,48
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2019,4,68,65,70,69,68,68,67,63
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2019,4,68,64,69,69,68,68,66,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2019,4,55,49,56,55,56,53,47,51
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2019,4,59,51,59,57,63,59,54,48
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2019,4,56,54,55,54,58,57,55,54
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2019,4,63,57,64,62,65,64,61,54
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2019,4,64,60,65,63,66,65,63,58
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2019,4,62,58,66,61,60,64,62,55
동래구사직2동,나,일반주거2,일반,사직주공안,2019,4,55,44,55,53,61,54,48,40
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2019,4,56,50,56,58,57,56,53,48
영도구남항동,다,준공업,도로,남항새마을금고,2019,4,68,63,69,68,69,67,65,62
영도구남항동,다,준공업,도로,카이스트안경앞,2019,4,69,65,70,70,70,69,67,63
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2019,4,59,49,62,63,63,51,49,50
영도구남항동,다,준공업,일반,신한아파트앞,2019,4,62,50,63,61,63,62,51,49
영도구남항동,다,준공업,일반,하나전기앞,2019,4,61,41,65,63,64,54,43,39
부산진구 개금2동 백병원 주변,가,종합병원,일반,하성약국옆,2019,3,57,52,58,60,58,53,55,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2019,3,69,65,70,70,69,69,68,63
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2019,3,68,64,68,68,68,68,67,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2019,3,54,47,54,54,53,58,48,46
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2019,3,61,54,58,61,64,61,55,53
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2019,3,56,55,53,56,58,59,56,55
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2019,3,64,58,64,62,68,64,61,55
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2019,3,64,60,65,64,65,65,63,58
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2019,3,63,59,62,62,64,65,63,56
동래구사직2동,나,일반주거2,일반,사직주공안,2019,3,55,49,57,55,55,54,50,49
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2019,3,61,53,66,58,65,58,55,51
영도구남항동,다,준공업,도로,남항새마을금고,2019,3,68,65,68,68,69,67,66,64
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2019,1,60,54,57,63,58,63,55,53
해운대구중1동,다,상업,도로,메리어트호텔 우,2019,1,67,65,68,67,67,67,66,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2019,1,68,67,69,68,68,68,68,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2019,1,55,52,56,57,56,54,53,52
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2019,1,58,55,58,59,58,58,56,54
해운대구중1동,다,상업,일반,파라다이스호텔입구,2019,1,55,49,56,57,55,53,49,49
영도구남항동,다,준공업,도로,남항새마을금고,2019,1,69,64,68,70,70,70,65,64
영도구남항동,다,준공업,도로,카이스트안경앞,2019,1,68,62,70,67,68,68,64,60
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2019,1,61,41,62,61,62,60,46,36
영도구남항동,다,준공업,일반,신한아파트앞,2019,1,61,40,65,62,62,58,44,36
영도구남항동,다,준공업,일반,하나전기앞,2019,1,57,37,61,61,62,47,39,36
중구대청공원내,가,녹지,도로,시민아파트앞,2019,3,66,62,67,66,67,66,65,59
중구대청공원내,가,녹지,도로,시민헌장앞,2019,3,56,62,59,55,57,54,59,65
중구대청공원내,가,녹지,일반,도서관앞,2019,3,54,50,56,54,56,51,50,50
중구대청공원내,가,녹지,일반,동상앞,2019,3,48,45,50,47,52,46,47,44
중구대청공원내,가,녹지,일반,충혼탑입구,2019,3,58,54,59,59,59,58,57,52
부산진구 개금2동 백병원 주변,가,종합병원,도로,개금2동새마을금고앞,2019,3,61,58,62,63,62,59,57,59
부산진구 개금2동 백병원 주변,가,종합병원,도로,주원초등학교옆,2019,3,63,58,63,64,66,61,59,58
부산진구 개금2동 백병원 주변,가,종합병원,일반,건강탕앞,2019,3,57,52,56,58,58,56,53,52
부산진구 개금2동 백병원 주변,가,종합병원,일반,고원아파트1동107호앞,2019,3,54,49,55,54,54,53,50,48
중구대청공원내,가,녹지,도로,시민아파트앞,2019,1,67,56,71,65,67,68,60,53
중구대청공원내,가,녹지,도로,시민헌장앞,2019,1,61,48,58,65,62,62,50,46
중구대청공원내,가,녹지,일반,도서관앞,2019,1,58,48,58,55,63,59,50,47
중구대청공원내,가,녹지,일반,동상앞,2019,1,45,41,46,50,43,44,45,38
중구대청공원내,가,녹지,일반,충혼탑입구,2019,1,58,47,56,65,58,55,49,45
부산진구 개금2동 백병원 주변,가,종합병원,도로,개금2동새마을금고앞,2019,1,58,52,60,58,59,57,52,53
부산진구 개금2동 백병원 주변,가,종합병원,도로,주원초등학교옆,2019,1,62,62,63,63,64,59,62,62
부산진구 개금2동 백병원 주변,가,종합병원,일반,건강탕앞,2019,1,57,55,57,57,57,58,59,51
부산진구 개금2동 백병원 주변,가,종합병원,일반,고원아파트1동107호앞,2019,1,49,48,50,47,52,48,48,49
부산진구 개금2동 백병원 주변,가,종합병원,일반,하성약국옆,2019,1,53,46,54,56,57,47,47,46
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2019,1,68,64,67,69,67,69,67,62
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2019,1,68,63,69,69,68,68,64,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2019,1,52,42,50,51,56,53,44,40
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2019,1,53,48,52,53,56,52,52,45
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2019,1,50,49,49,50,50,53,51,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2019,1,66,59,66,67,67,67,62,56
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2019,1,66,63,66,64,69,67,65,61
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2019,1,60,58,58,64,59,60,59,58
동래구사직2동,나,일반주거2,일반,사직주공안,2019,1,52,44,50,53,54,54,46,43
중구대청공원내,가,녹지,도로,시민헌장앞,2019,1,61,48,58,65,62,62,50,46
중구대청공원내,가,녹지,일반,도서관앞,2019,1,58,48,58,55,63,59,50,47
중구대청공원내,가,녹지,일반,동상앞,2019,1,45,41,46,50,43,44,45,38
중구대청공원내,가,녹지,일반,충혼탑입구,2019,1,58,47,56,65,58,55,49,45
부산진구 개금2동 백병원 주변,가,종합병원,도로,개금2동새마을금고앞,2019,1,58,52,60,58,59,57,52,53
부산진구 개금2동 백병원 주변,가,종합병원,도로,주원초등학교옆,2019,1,62,62,63,63,64,59,62,62
부산진구 개금2동 백병원 주변,가,종합병원,일반,건강탕앞,2019,1,57,55,57,57,57,58,59,51
부산진구 개금2동 백병원 주변,가,종합병원,일반,고원아파트1동107호앞,2019,1,49,48,50,47,52,48,48,49
부산진구 개금2동 백병원 주변,가,종합병원,일반,하성약국옆,2019,1,53,46,54,56,57,47,47,46
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2019,1,68,64,67,69,67,69,67,62
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2019,1,68,63,69,69,68,68,64,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2019,1,52,42,50,51,56,53,44,40
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2019,1,53,48,52,53,56,52,52,45
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2019,1,50,49,49,50,50,53,51,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2019,1,66,59,66,67,67,67,62,56
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2019,1,66,63,66,64,69,67,65,61
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2019,1,60,58,58,64,59,60,59,58
동래구사직2동,나,일반주거2,일반,사직주공안,2019,1,52,44,50,53,54,54,46,43
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2019,1,60,54,57,63,58,63,55,53
해운대구중1동,다,상업,도로,메리어트호텔 우,2019,1,67,65,68,67,67,67,66,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2019,1,68,67,69,68,68,68,68,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2019,1,55,52,56,57,56,54,53,52
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2019,1,58,55,58,59,58,58,56,54
해운대구중1동,다,상업,일반,파라다이스호텔입구,2019,1,55,49,56,57,55,53,49,49
영도구남항동,다,준공업,도로,남항새마을금고,2019,1,69,64,68,70,70,70,65,64
영도구남항동,다,준공업,도로,카이스트안경앞,2019,1,68,62,70,67,68,68,64,60
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2019,1,61,41,62,61,62,60,46,36
영도구남항동,다,준공업,일반,신한아파트앞,2019,1,61,40,65,62,62,58,44,36
영도구남항동,다,준공업,일반,하나전기앞,2019,1,57,37,61,61,62,47,39,36
중구대청공원내,가,녹지,도로,시민아파트앞,2019,3,66,62,67,66,67,66,65,59
중구대청공원내,가,녹지,도로,시민헌장앞,2019,3,56,62,59,55,57,54,59,65
중구대청공원내,가,녹지,일반,도서관앞,2019,3,54,50,56,54,56,51,50,50
중구대청공원내,가,녹지,일반,동상앞,2019,3,48,45,50,47,52,46,47,44
중구대청공원내,가,녹지,일반,충혼탑입구,2019,3,58,54,59,59,59,58,57,52
중구대청공원내,가,녹지,도로,시민아파트앞,2019,1,67,56,71,65,67,68,60,53
영도구남항동,다,준공업,도로,남항새마을금고,2019,4,68,63,69,68,69,67,65,62
영도구남항동,다,준공업,도로,카이스트안경앞,2019,4,69,65,70,70,70,69,67,63
중구대청공원내,가,녹지,도로,시민아파트앞,2019,1,67,56,71,65,67,68,60,53
중구대청공원내,가,녹지,도로,시민헌장앞,2019,1,61,48,58,65,62,62,50,46
중구대청공원내,가,녹지,일반,도서관앞,2019,1,58,48,58,55,63,59,50,47
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2019,1,58,52,60,58,59,57,52,53
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2019,1,62,62,63,63,64,59,62,62
중구대청공원내,가,녹지,일반,동상앞,2019,1,45,41,46,50,43,44,45,38
중구대청공원내,가,녹지,일반,충혼탑입구,2019,1,58,47,56,65,58,55,49,45
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2019,1,57,55,57,57,57,58,59,51
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2019,1,49,48,50,47,52,48,48,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2019,1,53,46,54,56,57,47,47,46
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2019,1,68,64,67,69,67,69,67,62
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2019,1,68,63,69,69,68,68,64,62
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2019,1,52,42,50,51,56,53,44,40
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2019,1,53,48,52,53,56,52,52,45
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2019,1,50,49,49,50,50,53,51,48
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2019,1,66,59,66,67,67,67,62,56
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2019,1,66,63,66,64,69,67,65,61
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2019,1,60,58,58,64,59,60,59,58
동래구사직2동,나,일반주거2,일반,사직주공안,2019,1,52,44,50,53,54,54,46,43
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2019,1,60,54,57,63,58,63,55,53
해운대구중1동,다,상업,도로,메리어트호텔 우,2019,1,67,65,68,67,67,67,66,65
해운대구중1동,다,상업,도로,메리어트호텔 좌,2019,1,68,67,69,68,68,68,68,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2019,1,55,52,56,57,56,54,53,52
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2019,1,58,55,58,59,58,58,56,54
해운대구중1동,다,상업,일반,파라다이스호텔입구,2019,1,55,49,56,57,55,53,49,49
영도구남항동,다,준공업,도로,남항새마을금고,2019,1,69,64,68,70,70,70,65,64
