측정지역,법적구분,용도구분,지역구분,측정지점,측정년도,측정분기,평균 낮,평균 밤,낮 09시 자료,낮 12시 자료,낮 16시 자료,낮 20시 자료,밤 23시 자료,밤 01시 자료
중구대청공원내,가,녹지,일반,동상앞,2014,3,49,45,54,47,49,49,45,46
중구대청공원내,가,녹지,일반,충혼탑입구,2014,3,59,52,60,61,59,59,52,52
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,3,52,45,55,50,59,45,48,43
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,3,56,50,59,60,55,52,50,50
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,3,58,50,59,60,58,55,52,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,3,68,63,69,70,69,67,66,61
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,3,70,65,71,71,70,69,66,65
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,3,55,48,54,53,57,59,52,45
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,3,56,53,58,51,58,57,55,52
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,3,56,55,51,54,60,60,55,56
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,3,66,64,66,67,66,67,66,63
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,3,66,65,65,68,68,65,65,65
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,3,57,51,61,58,57,55,53,49
동래구사직2동,나,일반주거2,일반,사직주공안,2014,3,51,50,50,53,50,52,51,49
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,3,58,52,62,63,58,51,54,51
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,3,72,69,75,72,72,72,71,68
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,3,70,67,73,71,68,70,69,66
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,3,53,50,50,52,58,53,56,45
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,3,57,53,57,58,59,56,54,53
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,3,53,51,54,53,55,52,56,47
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,3,68,63,66,70,66,70,64,63
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,3,68,63,68,68,67,69,63,64
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,3,56,51,57,54,56,58,52,51
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,3,53,53,53,54,54,54,53,53
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,3,55,49,56,55,56,55,49,50
영도구남항동,다,준공업,도로,남항새마을금고,2014,3,68,64,67,69,70,68,66,63
영도구남항동,다,준공업,도로,카이스트안경앞,2014,3,71,66,72,71,72,70,69,63
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,3,60,42,61,62,62,57,49,35
영도구남항동,다,준공업,일반,신한아파트앞,2014,3,61,45,66,60,62,57,44,46
영도구남항동,다,준공업,일반,하나전기앞,2014,3,59,44,60,60,65,51,47,41
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,4,60,55,61,61,64,55,55,55
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,4,64,60,65,62,66,63,63,57
중구대청공원내,가,녹지,도로,방범초소앞,2014,4,62,55,68,62,62,58,57,54
중구대청공원내,가,녹지,도로,시민헌장앞,2014,4,58,52,59,58,58,59,52,52
중구대청공원내,가,녹지,일반,도서관앞,2014,4,50,42,49,49,48,55,43,42
중구대청공원내,가,녹지,일반,동상앞,2014,4,46,42,47,45,45,50,42,42
중구대청공원내,가,녹지,일반,충혼탑입구,2014,4,55,48,58,56,54,53,49,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,4,53,50,58,49,55,53,59,42
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,4,54,49,55,56,57,51,50,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,4,56,50,58,56,61,52,52,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,4,68,65,70,68,69,66,68,62
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,4,71,63,70,71,71,72,66,60
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,4,58,53,57,60,59,58,54,53
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,4,56,51,53,57,57,58,56,47
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,4,54,57,55,49,57,58,60,55
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,4,66,63,67,67,66,66,64,62
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,4,66,64,66,67,66,67,66,62
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,4,58,52,57,59,59,58,53,52
동래구사직2동,나,일반주거2,일반,사직주공안,2014,4,51,48,53,50,53,50,52,45
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,4,56,49,60,57,56,54,50,48
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,4,72,69,73,73,73,71,70,69
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,4,72,69,72,73,73,70,70,68
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,4,54,45,51,59,59,50,46,45
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,4,58,54,59,57,61,58,56,53
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,4,52,49,55,53,51,51,49,49
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,4,67,65,66,69,67,67,64,66
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,4,69,68,69,69,71,68,69,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,4,54,50,56,55,53,54,50,50
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,4,55,54,55,55,56,56,53,55
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,4,55,49,57,54,55,54,48,51
영도구남항동,다,준공업,도로,남항새마을금고,2014,4,66,64,66,67,66,68,67,61
영도구남항동,다,준공업,도로,카이스트안경앞,2014,4,69,61,69,71,69,68,62,61
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,4,61,45,63,65,55,63,53,38
영도구남항동,다,준공업,일반,신한아파트앞,2014,4,56,39,60,59,55,50,41,38
영도구남항동,다,준공업,일반,하나전기앞,2014,4,52,39,57,59,51,43,39,40
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,1,59,54,61,61,60,56,57,52
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,1,63,58,63,63,64,62,60,57
중구대청공원내,가,녹지,도로,방범초소앞,2014,1,64,57,64,65,63,64,57,58
중구대청공원내,가,녹지,도로,시민헌장앞,2014,1,59,52,59,58,59,62,53,52
중구대청공원내,가,녹지,일반,도서관앞,2014,1,51,42,50,50,52,52,42,42
중구대청공원내,가,녹지,일반,동상앞,2014,1,48,41,48,52,47,47,42,41
중구대청공원내,가,녹지,일반,충혼탑입구,2014,1,51,47,51,52,54,50,46,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,1,54,52,55,60,53,50,54,50
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,1,54,51,54,51,59,53,54,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,1,55,49,54,56,55,56,47,51
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,1,68,62,67,70,69,67,65,59
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,1,69,65,71,70,67,69,65,65
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,1,58,50,57,62,58,57,57,44
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,1,59,50,66,57,59,54,53,48
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,1,53,52,54,54,54,51,53,51
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,1,69,64,71,69,70,68,66,62
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,1,68,64,67,70,68,69,67,62
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,1,57,55,60,52,61,57,57,53
동래구사직2동,나,일반주거2,일반,사직주공안,2014,1,50,48,51,48,52,50,48,48
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,1,57,54,57,58,58,55,56,53
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,1,72,69,72,72,73,71,70,68
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,1,72,69,75,71,70,72,71,67
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,1,51,50,52,54,52,49,55,45
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,1,58,55,60,57,59,59,57,54
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,1,55,50,59,55,55,54,53,48
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,1,68,66,68,69,67,68,64,68
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,1,68,67,68,69,68,70,68,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,1,53,49,53,54,52,56,49,49
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,1,54,54,53,53,53,57,59,50
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,1,55,48,54,54,57,55,49,48
영도구남항동,다,준공업,도로,남항새마을금고,2014,1,69,68,69,70,70,70,69,67
영도구남항동,다,준공업,도로,카이스트안경앞,2014,1,70,64,71,72,70,70,65,64
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,1,63,46,64,67,63,59,56,36
영도구남항동,다,준공업,일반,신한아파트앞,2014,1,58,38,65,61,61,46,39,38
영도구남항동,다,준공업,일반,하나전기앞,2014,1,55,38,59,57,63,44,41,35
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,2,62,54,64,60,63,62,55,54
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,2,64,61,64,64,66,65,63,60
중구대청공원내,가,녹지,도로,방범초소앞,2014,2,63,54,65,63,65,62,53,56
중구대청공원내,가,녹지,도로,시민헌장앞,2014,2,59,54,59,60,60,59,64,44
중구대청공원내,가,녹지,일반,도서관앞,2014,2,56,48,53,56,56,61,52,44
중구대청공원내,가,녹지,일반,동상앞,2014,2,49,39,51,54,46,45,41,38
중구대청공원내,가,녹지,일반,충혼탑입구,2014,2,57,52,59,61,56,54,57,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,2,52,50,54,54,52,50,50,50
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,2,53,50,58,53,54,50,50,51
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,2,54,47,58,55,56,49,49,46
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,2,67,63,67,69,68,67,69,58
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,2,70,63,69,71,72,68,66,60
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,2,55,48,58,53,57,55,55,42
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,2,58,52,58,55,60,61,54,51
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,2,55,54,53,55,58,57,56,53
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,2,69,62,71,70,69,66,64,61
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,2,69,62,69,69,71,67,65,60
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,3,52,45,55,50,59,45,48,43
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,3,56,50,59,60,55,52,50,50
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,3,58,50,59,60,58,55,52,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,3,68,63,69,70,69,67,66,61
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,3,70,65,71,71,70,69,66,65
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,3,55,48,54,53,57,59,52,45
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,3,56,53,58,51,58,57,55,52
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,3,56,55,51,54,60,60,55,56
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,3,66,64,66,67,66,67,66,63
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,3,66,65,65,68,68,65,65,65
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,3,57,51,61,58,57,55,53,49
동래구사직2동,나,일반주거2,일반,사직주공안,2014,3,51,50,50,53,50,52,51,49
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,3,58,52,62,63,58,51,54,51
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,3,72,69,75,72,72,72,71,68
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,3,70,67,73,71,68,70,69,66
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,3,53,50,50,52,58,53,56,45
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,3,57,53,57,58,59,56,54,53
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,3,53,51,54,53,55,52,56,47
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,3,68,63,66,70,66,70,64,63
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,3,68,63,68,68,67,69,63,64
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,3,56,51,57,54,56,58,52,51
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,3,53,53,53,54,54,54,53,53
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,3,55,49,56,55,56,55,49,50
영도구남항동,다,준공업,도로,남항새마을금고,2014,3,68,64,67,69,70,68,66,63
영도구남항동,다,준공업,도로,카이스트안경앞,2014,3,71,66,72,71,72,70,69,63
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,3,60,42,61,62,62,57,49,35
영도구남항동,다,준공업,일반,신한아파트앞,2014,3,61,45,66,60,62,57,44,46
영도구남항동,다,준공업,일반,하나전기앞,2014,3,59,44,60,60,65,51,47,41
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,4,60,55,61,61,64,55,55,55
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,4,64,60,65,62,66,63,63,57
중구대청공원내,가,녹지,도로,방범초소앞,2014,4,62,55,68,62,62,58,57,54
중구대청공원내,가,녹지,도로,시민헌장앞,2014,4,58,52,59,58,58,59,52,52
중구대청공원내,가,녹지,일반,도서관앞,2014,4,50,42,49,49,48,55,43,42
중구대청공원내,가,녹지,일반,동상앞,2014,4,46,42,47,45,45,50,42,42
중구대청공원내,가,녹지,일반,충혼탑입구,2014,4,55,48,58,56,54,53,49,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,4,53,50,58,49,55,53,59,42
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,4,54,49,55,56,57,51,50,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,4,56,50,58,56,61,52,52,49
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,4,68,65,70,68,69,66,68,62
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,4,71,63,70,71,71,72,66,60
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,4,58,53,57,60,59,58,54,53
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,4,56,51,53,57,57,58,56,47
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,4,54,57,55,49,57,58,60,55
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,4,66,63,67,67,66,66,64,62
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,4,66,64,66,67,66,67,66,62
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,4,58,52,57,59,59,58,53,52
동래구사직2동,나,일반주거2,일반,사직주공안,2014,4,51,48,53,50,53,50,52,45
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,4,56,49,60,57,56,54,50,48
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,4,72,69,73,73,73,71,70,69
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,4,72,69,72,73,73,70,70,68
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,4,54,45,51,59,59,50,46,45
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,4,58,54,59,57,61,58,56,53
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,4,52,49,55,53,51,51,49,49
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,4,67,65,66,69,67,67,64,66
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,4,69,68,69,69,71,68,69,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,4,54,50,56,55,53,54,50,50
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,4,55,54,55,55,56,56,53,55
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,4,55,49,57,54,55,54,48,51
영도구남항동,다,준공업,도로,남항새마을금고,2014,4,66,64,66,67,66,68,67,61
영도구남항동,다,준공업,도로,카이스트안경앞,2014,4,69,61,69,71,69,68,62,61
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,4,61,45,63,65,55,63,53,38
영도구남항동,다,준공업,일반,신한아파트앞,2014,4,56,39,60,59,55,50,41,38
영도구남항동,다,준공업,일반,하나전기앞,2014,4,52,39,57,59,51,43,39,40
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,1,55,50,59,55,55,54,53,48
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,1,68,66,68,69,67,68,64,68
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,1,68,67,68,69,68,70,68,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,1,53,49,53,54,52,56,49,49
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,1,54,54,53,53,53,57,59,50
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,1,55,48,54,54,57,55,49,48
영도구남항동,다,준공업,도로,남항새마을금고,2014,1,69,68,69,70,70,70,69,67
영도구남항동,다,준공업,도로,카이스트안경앞,2014,1,70,64,71,72,70,70,65,64
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,1,63,46,64,67,63,59,56,36
영도구남항동,다,준공업,일반,신한아파트앞,2014,1,58,38,65,61,61,46,39,38
영도구남항동,다,준공업,일반,하나전기앞,2014,1,55,38,59,57,63,44,41,35
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,2,62,54,64,60,63,62,55,54
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,2,64,61,64,64,66,65,63,60
중구대청공원내,가,녹지,도로,방범초소앞,2014,2,63,54,65,63,65,62,53,56
중구대청공원내,가,녹지,도로,시민헌장앞,2014,2,59,54,59,60,60,59,64,44
중구대청공원내,가,녹지,일반,도서관앞,2014,2,56,48,53,56,56,61,52,44
중구대청공원내,가,녹지,일반,동상앞,2014,2,49,39,51,54,46,45,41,38
중구대청공원내,가,녹지,일반,충혼탑입구,2014,2,57,52,59,61,56,54,57,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,2,52,50,54,54,52,50,50,50
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,2,53,50,58,53,54,50,50,51
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,2,54,47,58,55,56,49,49,46
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,2,67,63,67,69,68,67,69,58
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,2,70,63,69,71,72,68,66,60
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,2,55,48,58,53,57,55,55,42
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,2,58,52,58,55,60,61,54,51
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,2,55,54,53,55,58,57,56,53
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,2,69,62,71,70,69,66,64,61
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,2,69,62,69,69,71,67,65,60
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,2,57,58,57,54,58,59,61,56
동래구사직2동,나,일반주거2,일반,사직주공안,2014,2,53,48,54,54,54,52,50,46
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,2,55,58,53,56,57,54,60,57
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,2,70,66,70,71,69,71,69,64
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,2,71,64,71,71,72,72,63,65
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,2,52,43,60,50,48,52,43,43
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,2,56,49,57,56,56,58,49,50
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2014,2,55,44,52,52,58,58,44,45
해운대구중1동,다,상업,도로,메리어트호텔 우,2014,2,66,67,67,66,66,65,65,69
해운대구중1동,다,상업,도로,메리어트호텔 좌,2014,2,67,68,67,67,68,67,69,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2014,2,58,51,58,58,59,59,52,51
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2014,2,56,54,58,57,55,56,54,54
해운대구중1동,다,상업,일반,파라다이스호텔입구,2014,2,56,53,56,55,56,57,55,52
영도구남항동,다,준공업,도로,남항새마을금고,2014,2,70,67,69,71,73,70,67,67
영도구남항동,다,준공업,도로,카이스트안경앞,2014,2,70,66,73,69,70,68,67,66
영도구남항동,다,준공업,일반,㈜태림오릭스옆,2014,2,63,44,63,66,66,58,39,49
영도구남항동,다,준공업,일반,신한아파트앞,2014,2,58,45,62,60,62,51,52,38
영도구남항동,다,준공업,일반,하나전기앞,2014,2,62,39,71,61,61,55,39,39
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,3,62,55,64,64,60,60,57,54
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,3,64,58,68,65,64,61,59,57
중구대청공원내,가,녹지,도로,방범초소앞,2014,3,61,59,61,62,64,59,61,57
중구대청공원내,가,녹지,도로,시민헌장앞,2014,3,58,51,58,56,60,59,52,51
중구대청공원내,가,녹지,일반,도서관앞,2014,3,50,47,49,49,54,51,48,46
중구대청공원내,가,녹지,일반,동상앞,2014,3,49,45,54,47,49,49,45,46
중구대청공원내,가,녹지,일반,충혼탑입구,2014,3,59,52,60,61,59,59,52,52
부산진구개금2동백병원주변,가,녹지,도로,개금2동새마을금고앞,2014,1,59,54,61,61,60,56,57,52
부산진구개금2동백병원주변,가,녹지,도로,주원초등학교옆,2014,1,63,58,63,63,64,62,60,57
중구대청공원내,가,녹지,도로,방범초소앞,2014,1,64,57,64,65,63,64,57,58
중구대청공원내,가,녹지,도로,시민헌장앞,2014,1,59,52,59,58,59,62,53,52
중구대청공원내,가,녹지,일반,도서관앞,2014,1,51,42,50,50,52,52,42,42
중구대청공원내,가,녹지,일반,동상앞,2014,1,48,41,48,52,47,47,42,41
중구대청공원내,가,녹지,일반,충혼탑입구,2014,1,51,47,51,52,54,50,46,48
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2014,1,54,52,55,60,53,50,54,50
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2014,1,54,51,54,51,59,53,54,49
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2014,1,55,49,54,56,55,56,47,51
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2014,1,68,62,67,70,69,67,65,59
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2014,1,69,65,71,70,67,69,65,65
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2014,1,58,50,57,62,58,57,57,44
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2014,1,59,50,66,57,59,54,53,48
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2014,1,53,52,54,54,54,51,53,51
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2014,1,69,64,71,69,70,68,66,62
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2014,1,68,64,67,70,68,69,67,62
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2014,1,57,55,60,52,61,57,57,53
동래구사직2동,나,일반주거2,일반,사직주공안,2014,1,50,48,51,48,52,50,48,48
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2014,1,57,54,57,58,58,55,56,53
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2014,1,72,69,72,72,73,71,70,68
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2014,1,72,69,75,71,70,72,71,67
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2014,1,51,50,52,54,52,49,55,45
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2014,1,58,55,60,57,59,59,57,54
중구대청공원내,가,녹지,일반,충혼탑입구,2013,4,58,52,58,59,60,55,60,44
부산진구개금2동백병원주변,가,종합병원,일반,건강탕앞,2013,4,59,55,57,64,63,52,56,55
부산진구개금3동백병원주변,가,종합병원,일반,고원아파트1동107호앞,2013,4,60,55,59,66,62,53,55,55
부산진구개금4동백병원주변,가,종합병원,일반,하성약국옆,2013,4,58,51,56,60,63,55,51,52
기장군기장읍동부리,나,일반주거1,도로,기아자동차앞,2013,4,68,62,70,68,68,67,63,61
기장군기장읍동부리,나,일반주거1,도로,제비표페인트앞,2013,4,67,62,67,66,67,68,63,61
기장군기장읍동부리,나,일반주거1,일반,대진아파트앞,2013,4,53,45,54,50,52,56,47,44
기장군기장읍동부리,나,일반주거1,일반,유한빌라앞,2013,4,53,47,56,51,54,53,47,47
기장군기장읍동부리,나,일반주거1,일반,제3기장교회앞,2013,4,52,45,51,50,52,56,46,44
동래구사직2동,나,일반주거2,도로,사직로얄A입구건너편,2013,4,68,62,69,68,70,65,65,59
동래구사직2동,나,일반주거2,도로,종로엠스쿨앞,2013,4,68,63,70,67,67,68,64,63
동래구사직2동,나,일반주거2,일반,묵자골감자탕앞,2013,4,60,53,61,62,59,60,54,52
동래구사직2동,나,일반주거2,일반,사직주공안,2013,4,55,51,56,55,56,55,51,51
동래구사직2동,나,일반주거2,일반,하나메기탕앞,2013,4,59,52,58,62,61,55,53,52
북구덕천1동,나,일반주거3,도로,13동 시영APT입구,2013,4,70,70,71,71,70,71,71,70
북구덕천1동,나,일반주거3,도로,1동 시영APT입구,2013,4,71,71,72,72,72,70,72,71
북구덕천1동,나,일반주거3,일반,14동 시영APT뒤,2013,4,57,58,59,56,58,57,58,58
북구덕천1동,나,일반주거3,일반,미진골든빌라앞,2013,4,58,57,58,58,58,59,57,57
북구덕천1동,나,일반주거3,일반,시영A5동5~6라인앞,2013,4,54,54,55,54,54,56,57,52
해운대구중1동,다,상업,도로,메리어트호텔 우,2013,4,65,63,66,64,65,65,64,63
해운대구중1동,다,상업,도로,메리어트호텔 좌,2013,4,68,69,69,68,69,68,72,67
해운대구중1동,다,상업,일반,메리어트호텔 뒤,2013,4,56,52,56,56,57,56,53,52
해운대구중1동,다,상업,일반,파라다이스호텔 옆,2013,4,56,50,56,56,57,57,51,49
해운대구중1동,다,상업,일반,파라다이스호텔입구,2013,4,55,50,55,56,54,55,51,49
