항목,계,전,답,과수원,목장용지,임야,염전,대,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,하천,제방,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지,광천지,공장 용지,학교 용지,주유소 용지,창고 용지,철도 용지,수도 용지,체육 용지,종교 용지
동구 수정4동,822102.9500000001,4264.275000000001,1572.5,0.0,0.0,227849.66666666666,0.0,301412.73333333334,731.9916666666667,17439.2,2586.1916666666666,1065.0,1392.1000000000001,123543.625,47095.88333333333,4514.583333333333,337.15000000000003,11025.858333333332,0.0,0.0,4237.283333333334,1342.4333333333334,0.0,0.0,4192.583333333333,43.0,1542.8333333333333,65914.05833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동구 수정5동,822102.9500000001,4264.275000000001,1572.5,0.0,0.0,227849.66666666666,0.0,301412.73333333334,731.9916666666667,17439.2,2586.1916666666666,1065.0,1392.1000000000001,123543.625,47095.88333333333,4514.583333333333,337.15000000000003,11025.858333333332,0.0,0.0,4237.283333333334,1342.4333333333334,0.0,0.0,4192.583333333333,43.0,1542.8333333333333,65914.05833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동구 좌천동,822102.9500000001,4264.275000000001,1572.5,0.0,0.0,227849.66666666666,0.0,301412.73333333334,731.9916666666667,17439.2,2586.1916666666666,1065.0,1392.1000000000001,123543.625,47095.88333333333,4514.583333333333,337.15000000000003,11025.858333333332,0.0,0.0,4237.283333333334,1342.4333333333334,0.0,0.0,4192.583333333333,43.0,1542.8333333333333,65914.05833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동구 범일1동,822102.9500000001,4264.275000000001,1572.5,0.0,0.0,227849.66666666666,0.0,301412.73333333334,731.9916666666667,17439.2,2586.1916666666666,1065.0,1392.1000000000001,123543.625,47095.88333333333,4514.583333333333,337.15000000000003,11025.858333333332,0.0,0.0,4237.283333333334,1342.4333333333334,0.0,0.0,4192.583333333333,43.0,1542.8333333333333,65914.05833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동구 범일2동,822102.9500000001,4264.275000000001,1572.5,0.0,0.0,227849.66666666666,0.0,301412.73333333334,731.9916666666667,17439.2,2586.1916666666666,1065.0,1392.1000000000001,123543.625,47095.88333333333,4514.583333333333,337.15000000000003,11025.858333333332,0.0,0.0,4237.283333333334,1342.4333333333334,0.0,0.0,4192.583333333333,43.0,1542.8333333333333,65914.05833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동구 범일5동,822102.9500000001,4264.275000000001,1572.5,0.0,0.0,227849.66666666666,0.0,301412.73333333334,731.9916666666667,17439.2,2586.1916666666666,1065.0,1392.1000000000001,123543.625,47095.88333333333,4514.583333333333,337.15000000000003,11025.858333333332,0.0,0.0,4237.283333333334,1342.4333333333334,0.0,0.0,4192.583333333333,43.0,1542.8333333333333,65914.05833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 수민동,1210335.0,2002.3,2153.0,0.0,0.0,0.0,0.0,740354.7,2772.0,32419.7,1527.2,1589.0,2192.5,213310.8,60522.0,93475.0,0.0,20235.8,0.0,0.0,844.0,9915.7,0.0,0.0,8338.9,3994.0,122.0,14566.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 복산동,775066.9,33610.0,766.0,0.0,0.0,121516.0,0.0,372421.1,0.0,50192.0,1347.0,0.0,0.0,93529.2,0.0,0.0,0.0,14140.0,0.0,0.0,0.0,175.6,0.0,0.0,13796.0,71813.0,0.0,1761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 명륜동,1347066.7,33218.0,2848.0,0.0,0.0,257016.0,0.0,674815.5,0.0,86478.1,9085.0,485.0,0.0,175726.9,0.0,27582.0,2894.0,14881.0,0.0,0.0,0.0,23497.2,0.0,0.0,11107.0,5535.0,792.0,21106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 온천1동,2076930.7666666666,18933.0,26204.13333333333,0.0,0.0,875293.0,0.0,712305.0333333333,0.0,52532.43333333333,4145.366666666667,3147.0333333333333,558.5666666666667,250169.46666666667,39.333333333333336,58687.666666666664,3232.0,34320.36666666667,68.0,0.0,111.0,6665.966666666667,0.0,10450.666666666666,13975.566666666666,127.66666666666667,2136.3333333333335,3759.5,68.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 온천2동,2076930.7666666666,18933.0,26204.13333333333,0.0,0.0,875293.0,0.0,712305.0333333333,0.0,52532.43333333333,4145.366666666667,3147.0333333333333,558.5666666666667,250169.46666666667,39.333333333333336,58687.666666666664,3232.0,34320.36666666667,68.0,0.0,111.0,6665.966666666667,0.0,10450.666666666666,13975.566666666666,127.66666666666667,2136.3333333333335,3759.5,68.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 온천3동,2076930.7666666666,18933.0,26204.13333333333,0.0,0.0,875293.0,0.0,712305.0333333333,0.0,52532.43333333333,4145.366666666667,3147.0333333333333,558.5666666666667,250169.46666666667,39.333333333333336,58687.666666666664,3232.0,34320.36666666667,68.0,0.0,111.0,6665.966666666667,0.0,10450.666666666666,13975.566666666666,127.66666666666667,2136.3333333333335,3759.5,68.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 사직1동,994320.6333333333,3479.0,1952.4666666666665,0.0,0.0,302885.13333333336,0.0,408109.89999999997,1991.6333333333332,45368.4,660.3000000000001,1066.0,2783.866666666667,127628.66666666667,0.0,5768.333333333333,0.0,8407.0,0.0,0.0,0.0,5421.266666666666,64823.0,0.0,5260.333333333333,0.0,263.6666666666667,8451.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 사직2동,994320.6333333333,3479.0,1952.4666666666665,0.0,0.0,302885.13333333336,0.0,408109.89999999997,1991.6333333333332,45368.4,660.3000000000001,1066.0,2783.866666666667,127628.66666666667,0.0,5768.333333333333,0.0,8407.0,0.0,0.0,0.0,5421.266666666666,64823.0,0.0,5260.333333333333,0.0,263.6666666666667,8451.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 사직3동,994320.6333333333,3479.0,1952.4666666666665,0.0,0.0,302885.13333333336,0.0,408109.89999999997,1991.6333333333332,45368.4,660.3000000000001,1066.0,2783.866666666667,127628.66666666667,0.0,5768.333333333333,0.0,8407.0,0.0,0.0,0.0,5421.266666666666,64823.0,0.0,5260.333333333333,0.0,263.6666666666667,8451.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 안락1동,1152369.55,17658.5,3025.5,0.0,0.0,5830.0,0.0,626435.85,1499.5,23797.05,307.55,2349.5,851.2,256910.35,15817.45,115379.8,924.0,9058.25,0.0,0.0,1089.0,3720.65,0.0,0.0,13416.1,43986.05,19.5,10293.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 안락2동,1152369.55,17658.5,3025.5,0.0,0.0,5830.0,0.0,626435.85,1499.5,23797.05,307.55,2349.5,851.2,256910.35,15817.45,115379.8,924.0,9058.25,0.0,0.0,1089.0,3720.65,0.0,0.0,13416.1,43986.05,19.5,10293.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 명장1동,890405.9,3723.5,5584.5,0.0,0.0,210062.0,0.0,389477.35,0.0,82985.55,2678.0,1112.5,901.6,116733.7,0.0,0.0,0.0,12311.5,0.0,0.0,47561.5,3624.5,0.0,0.0,1288.7,3555.5,8332.0,473.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
동래구 명장2동,890405.9,3723.5,5584.5,0.0,0.0,210062.0,0.0,389477.35,0.0,82985.55,2678.0,1112.5,901.6,116733.7,0.0,0.0,0.0,12311.5,0.0,0.0,47561.5,3624.5,0.0,0.0,1288.7,3555.5,8332.0,473.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 부전1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 부전2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 연지동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 초읍동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 양정1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 양정2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 전포1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 전포2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 부암1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 부암3동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 당감1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 당감2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 당감4동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 가야1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 가야2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 개금1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 개금2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 개금3동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 범천1동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부산진구 범천2동,1483311.8800000001,4161.030000000001,11087.85,0.0,0.0,481387.93,0.0,460294.49000000005,194.24,57887.705,2313.3900000000003,846.725,701.265,156458.69,53572.33,13560.329999999998,0.0,16781.69,47.8,0.0,2818.15,196828.595,873.9,318.08000000000004,7217.685,0.0,3207.85,12752.005000000001,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 구포1동,1841802.8333333333,6017.400000000001,10433.5,0.0,0.0,831961.3333333334,0.0,495384.60000000003,1067.2,120678.0,3001.4,1903.9666666666665,422.0,185214.80000000002,32821.0,87987.33333333333,12426.666666666666,25064.3,154.33333333333334,0.0,723.4333333333334,8438.199999999999,0.0,0.0,7699.099999999999,428.8,917.0,9058.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 구포2동,1841802.8333333333,6017.400000000001,10433.5,0.0,0.0,831961.3333333334,0.0,495384.60000000003,1067.2,120678.0,3001.4,1903.9666666666665,422.0,185214.80000000002,32821.0,87987.33333333333,12426.666666666666,25064.3,154.33333333333334,0.0,723.4333333333334,8438.199999999999,0.0,0.0,7699.099999999999,428.8,917.0,9058.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 구포3동,1841802.8333333333,6017.400000000001,10433.5,0.0,0.0,831961.3333333334,0.0,495384.60000000003,1067.2,120678.0,3001.4,1903.9666666666665,422.0,185214.80000000002,32821.0,87987.33333333333,12426.666666666666,25064.3,154.33333333333334,0.0,723.4333333333334,8438.199999999999,0.0,0.0,7699.099999999999,428.8,917.0,9058.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 금곡동,8122869.8,19157.0,92476.0,0.0,0.0,5008757.0,0.0,993055.6,2000.1,88953.6,5296.2,10436.0,121.0,311078.0,123695.1,1219609.0,12590.0,63645.1,291.0,0.0,28804.9,80243.6,7423.3,0.0,18563.4,0.0,7648.0,29025.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 화명1동,4080640.3666666667,30091.333333333332,121140.33333333333,874.0,0.0,2352953.3333333335,0.0,514189.3,800.3333333333334,67048.33333333333,4633.2,422.3333333333333,181.0,175269.7333333333,41272.53333333333,543726.2333333333,6654.0,33810.166666666664,1194.6666666666667,0.0,59105.06666666667,61397.299999999996,0.0,0.0,4704.900000000001,0.0,5290.333333333333,55881.93333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 화명2동,4080640.3666666667,30091.333333333332,121140.33333333333,874.0,0.0,2352953.3333333335,0.0,514189.3,800.3333333333334,67048.33333333333,4633.2,422.3333333333333,181.0,175269.7333333333,41272.53333333333,543726.2333333333,6654.0,33810.166666666664,1194.6666666666667,0.0,59105.06666666667,61397.299999999996,0.0,0.0,4704.900000000001,0.0,5290.333333333333,55881.93333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 화명3동,4080640.3666666667,30091.333333333332,121140.33333333333,874.0,0.0,2352953.3333333335,0.0,514189.3,800.3333333333334,67048.33333333333,4633.2,422.3333333333333,181.0,175269.7333333333,41272.53333333333,543726.2333333333,6654.0,33810.166666666664,1194.6666666666667,0.0,59105.06666666667,61397.299999999996,0.0,0.0,4704.900000000001,0.0,5290.333333333333,55881.93333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 덕천1동,1568304.5666666667,8719.333333333334,3172.0,0.0,0.0,387026.3333333333,0.0,356134.8333333333,518.0,31514.899999999998,2490.2000000000003,2728.9666666666667,266.90000000000003,158037.23333333334,8289.866666666667,517308.56666666665,0.0,16552.433333333334,0.0,0.0,2314.766666666667,21369.766666666666,0.0,0.0,6800.833333333333,0.0,43359.0,1700.6333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 덕천2동,1568304.5666666667,8719.333333333334,3172.0,0.0,0.0,387026.3333333333,0.0,356134.8333333333,518.0,31514.899999999998,2490.2000000000003,2728.9666666666667,266.90000000000003,158037.23333333334,8289.866666666667,517308.56666666665,0.0,16552.433333333334,0.0,0.0,2314.766666666667,21369.766666666666,0.0,0.0,6800.833333333333,0.0,43359.0,1700.6333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 덕천3동,1568304.5666666667,8719.333333333334,3172.0,0.0,0.0,387026.3333333333,0.0,356134.8333333333,518.0,31514.899999999998,2490.2000000000003,2728.9666666666667,266.90000000000003,158037.23333333334,8289.866666666667,517308.56666666665,0.0,16552.433333333334,0.0,0.0,2314.766666666667,21369.766666666666,0.0,0.0,6800.833333333333,0.0,43359.0,1700.6333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 만덕1동,2924992.466666667,16771.0,53746.46666666667,0.0,0.0,2060084.0,0.0,441959.9666666666,4.333333333333333,58040.833333333336,1898.3999999999999,2101.0,2784.3333333333335,188255.2666666667,44.0,15677.699999999999,0.0,22991.7,849.0,0.0,3351.7333333333336,44445.833333333336,1114.6666666666667,0.0,4227.466666666666,1195.6666666666667,3134.0,2315.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 만덕2동,2924992.466666667,16771.0,53746.46666666667,0.0,0.0,2060084.0,0.0,441959.9666666666,4.333333333333333,58040.833333333336,1898.3999999999999,2101.0,2784.3333333333335,188255.2666666667,44.0,15677.699999999999,0.0,22991.7,849.0,0.0,3351.7333333333336,44445.833333333336,1114.6666666666667,0.0,4227.466666666666,1195.6666666666667,3134.0,2315.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북구 만덕3동,2924992.466666667,16771.0,53746.46666666667,0.0,0.0,2060084.0,0.0,441959.9666666666,4.333333333333333,58040.833333333336,1898.3999999999999,2101.0,2784.3333333333335,188255.2666666667,44.0,15677.699999999999,0.0,22991.7,849.0,0.0,3351.7333333333336,44445.833333333336,1114.6666666666667,0.0,4227.466666666666,1195.6666666666667,3134.0,2315.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사상구 삼락동,6704355.9,0.0,0.0,0.0,0.0,0.0,0.0,334669.8,0.0,0.0,1372.5,0.0,0.0,256867.3,0.0,5379154.0,168936.0,25611.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10311.2,0.0,466650.2,28898.7,8596.8,9646.7,0.0,10660.3,0.0,2980.5
사상구 모라1동,2502582.1,4981.0,22666.5,0.0,0.0,1425859.0,0.0,521046.85,0.0,0.0,2358.9,0.0,0.0,228318.95,0.0,13940.3,0.0,37447.55,109.0,0.0,0.0,23761.2,0.0,0.0,0.0,0.0,7975.5,28251.15,0.0,106134.65,42849.8,710.1,1519.6,17371.0,3415.05,0.0,13866.0
사상구 모라3동,2502582.1,4981.0,22666.5,0.0,0.0,1425859.0,0.0,521046.85,0.0,0.0,2358.9,0.0,0.0,228318.95,0.0,13940.3,0.0,37447.55,109.0,0.0,0.0,23761.2,0.0,0.0,0.0,0.0,7975.5,28251.15,0.0,106134.65,42849.8,710.1,1519.6,17371.0,3415.05,0.0,13866.0
사상구 덕포1동,1084814.05,2430.5,19801.5,0.0,0.0,290350.5,0.0,342793.65,0.0,0.0,2043.75,0.0,0.0,144570.4,0.0,4087.0,0.0,19810.15,0.0,0.0,0.0,5686.75,0.0,0.0,0.0,0.0,1611.5,2397.9,0.0,160825.95,51382.1,2296.0,1138.75,21648.5,6652.6,0.0,5286.55
사상구 덕포2동,1084814.05,2430.5,19801.5,0.0,0.0,290350.5,0.0,342793.65,0.0,0.0,2043.75,0.0,0.0,144570.4,0.0,4087.0,0.0,19810.15,0.0,0.0,0.0,5686.75,0.0,0.0,0.0,0.0,1611.5,2397.9,0.0,160825.95,51382.1,2296.0,1138.75,21648.5,6652.6,0.0,5286.55
사상구 괘법동,3448335.6,13339.0,149573.0,0.0,0.0,1816457.0,0.0,750514.1,0.0,0.0,6864.1,0.0,0.0,368648.2,0.0,30380.0,6509.0,15990.4,67156.7,0.0,0.0,1689.9,0.0,0.0,0.0,0.0,2154.0,3625.2,0.0,103588.9,41773.4,2782.4,10869.2,52406.0,0.0,0.0,4015.1
사상구 감전동,3486937.6,15743.0,46228.0,0.0,0.0,219729.0,0.0,827081.4,0.0,0.0,5993.3,0.0,0.0,587093.8,0.0,355831.0,62191.0,77605.3,83435.9,0.0,0.0,2713.6,0.0,0.0,0.0,0.0,3634.0,44552.4,0.0,1031467.5,21495.8,24928.2,46967.4,27027.0,0.0,0.0,3220.0
사상구 주례1동,1583240.6666666667,6101.666666666667,23976.333333333332,0.0,0.0,767665.6666666666,0.0,450520.23333333334,0.0,0.0,2186.9,0.0,0.0,150991.30000000002,0.0,25080.333333333332,0.0,18822.5,0.0,0.0,0.0,3158.5,0.0,0.0,0.0,0.0,3052.866666666667,6159.366666666666,0.0,29793.566666666666,63725.200000000004,3505.866666666667,1525.3999999999999,20933.0,2041.3,0.0,4000.6666666666665
사상구 주례2동,1583240.6666666667,6101.666666666667,23976.333333333332,0.0,0.0,767665.6666666666,0.0,450520.23333333334,0.0,0.0,2186.9,0.0,0.0,150991.30000000002,0.0,25080.333333333332,0.0,18822.5,0.0,0.0,0.0,3158.5,0.0,0.0,0.0,0.0,3052.866666666667,6159.366666666666,0.0,29793.566666666666,63725.200000000004,3505.866666666667,1525.3999999999999,20933.0,2041.3,0.0,4000.6666666666665
사상구 주례3동,1583240.6666666667,6101.666666666667,23976.333333333332,0.0,0.0,767665.6666666666,0.0,450520.23333333334,0.0,0.0,2186.9,0.0,0.0,150991.30000000002,0.0,25080.333333333332,0.0,18822.5,0.0,0.0,0.0,3158.5,0.0,0.0,0.0,0.0,3052.866666666667,6159.366666666666,0.0,29793.566666666666,63725.200000000004,3505.866666666667,1525.3999999999999,20933.0,2041.3,0.0,4000.6666666666665
사상구 학장동,5480546.6,38440.0,34887.9,0.0,0.0,2588918.0,0.0,859745.7,0.0,0.0,2566.0,0.0,0.0,511945.7,0.0,95593.7,0.0,125760.5,0.0,0.0,0.0,5549.8,0.0,0.0,0.0,0.0,5042.0,65805.3,0.0,1025681.6,61243.7,15455.1,30994.6,0.0,2993.0,0.0,9924.0
사상구 엄궁동,5048736.0,20804.0,17867.0,0.0,0.0,1775860.0,0.0,800725.4,0.0,0.0,4799.0,0.0,0.0,331872.7,0.0,1749424.8,16042.0,37458.7,0.0,0.0,0.0,26081.4,0.0,0.0,0.0,0.0,6558.0,8298.3,0.0,142637.1,53690.0,13719.0,12510.5,0.0,12913.5,9889.0,7585.6
사하구 괴정1동,1217430.1,21099.525,2011.25,0.0,0.0,575562.15,0.0,406085.175,744.0,50221.6,3503.275,1665.325,314.25,118375.35,0.0,6671.5,0.0,8256.475,0.0,0.0,4427.75,255.7,0.0,0.0,6143.525,0.0,1996.0,10097.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 괴정2동,1217430.1,21099.525,2011.25,0.0,0.0,575562.15,0.0,406085.175,744.0,50221.6,3503.275,1665.325,314.25,118375.35,0.0,6671.5,0.0,8256.475,0.0,0.0,4427.75,255.7,0.0,0.0,6143.525,0.0,1996.0,10097.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 괴정3동,1217430.1,21099.525,2011.25,0.0,0.0,575562.15,0.0,406085.175,744.0,50221.6,3503.275,1665.325,314.25,118375.35,0.0,6671.5,0.0,8256.475,0.0,0.0,4427.75,255.7,0.0,0.0,6143.525,0.0,1996.0,10097.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 괴정4동,1217430.1,21099.525,2011.25,0.0,0.0,575562.15,0.0,406085.175,744.0,50221.6,3503.275,1665.325,314.25,118375.35,0.0,6671.5,0.0,8256.475,0.0,0.0,4427.75,255.7,0.0,0.0,6143.525,0.0,1996.0,10097.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
