항목,계,전,답,과수원,목장용지,임야,염전,대,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,하천,제방,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지,광천지,공장 용지,학교 용지,주유소 용지,창고 용지,철도 용지,수도 용지,체육 용지,종교 용지
사하구 당리동,3873812.4,7314.0,5301.0,0.0,0.0,2812143.0,0.0,701894.1,0.0,85854.4,1960.0,0.0,172.0,183231.4,0.0,13479.0,0.0,31877.0,0.0,0.0,95.0,3942.9,0.0,0.0,19537.6,0.0,69.0,6942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 하단1동,4787422.5,585494.5,2055.0,0.0,0.0,585471.05,0.0,584948.05,10550.95,62416.55,5731.7,1416.3,790.85,330666.35,0.0,1671076.4,19153.0,13030.35,0.0,0.0,6444.5,8111.05,5553.5,0.0,5430.6,0.0,6003.5,883078.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 하단2동,4787422.5,585494.5,2055.0,0.0,0.0,585471.05,0.0,584948.05,10550.95,62416.55,5731.7,1416.3,790.85,330666.35,0.0,1671076.4,19153.0,13030.35,0.0,0.0,6444.5,8111.05,5553.5,0.0,5430.6,0.0,6003.5,883078.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 신평1동,2148381.05,29116.5,12579.5,0.0,0.0,298946.5,0.0,537935.3,712498.0,31338.1,2638.25,7527.05,20419.25,311408.0,0.0,0.0,4086.65,18283.35,0.0,0.0,9682.9,7134.95,0.0,0.0,8305.5,0.0,5473.5,131007.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 신평2동,2148381.05,29116.5,12579.5,0.0,0.0,298946.5,0.0,537935.3,712498.0,31338.1,2638.25,7527.05,20419.25,311408.0,0.0,0.0,4086.65,18283.35,0.0,0.0,9682.9,7134.95,0.0,0.0,8305.5,0.0,5473.5,131007.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 장림1동,2417806.2,54256.5,21219.0,0.0,0.0,843956.5,0.0,439770.5,560681.15,44462.0,12493.6,7242.0,12466.5,230470.7,0.0,0.0,6433.55,38096.1,306.5,0.0,1192.5,469.0,0.0,0.0,3482.9,0.0,6869.0,133938.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 장림2동,2417806.2,54256.5,21219.0,0.0,0.0,843956.5,0.0,439770.5,560681.15,44462.0,12493.6,7242.0,12466.5,230470.7,0.0,0.0,6433.55,38096.1,306.5,0.0,1192.5,469.0,0.0,0.0,3482.9,0.0,6869.0,133938.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 다대1동,3889342.9,44864.5,25588.5,0.0,418.0,1351248.5,0.0,781667.15,530853.65,91157.2,1546.6,1611.0,16234.95,365053.6,0.0,0.0,13940.25,13256.15,0.0,0.0,989.15,120538.65,1011.05,0.0,3326.5,63.0,10227.5,515747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 다대2동,3889342.9,44864.5,25588.5,0.0,418.0,1351248.5,0.0,781667.15,530853.65,91157.2,1546.6,1611.0,16234.95,365053.6,0.0,0.0,13940.25,13256.15,0.0,0.0,989.15,120538.65,1011.05,0.0,3326.5,63.0,10227.5,515747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 구평동,3527856.9,62851.0,14776.0,0.0,0.0,1015132.0,0.0,386435.5,914054.2,44433.6,6271.8,52267.0,162649.4,463935.0,0.0,0.0,22816.1,25098.0,0.0,0.0,0.0,58627.8,0.0,0.0,3186.0,0.0,11651.0,283672.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 감천1동,1505260.85,58968.25,5785.5,0.0,0.0,517506.8,0.0,423735.6,33019.0,56910.0,4752.0,2789.0,32409.5,153429.5,0.0,185.0,63.0,20348.5,0.0,0.0,2026.0,393.0,0.0,0.0,4334.45,0.0,26179.75,162426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사하구 감천2동,1505260.85,58968.25,5785.5,0.0,0.0,517506.8,0.0,423735.6,33019.0,56910.0,4752.0,2789.0,32409.5,153429.5,0.0,185.0,63.0,20348.5,0.0,0.0,2026.0,393.0,0.0,0.0,4334.45,0.0,26179.75,162426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 동대신1동,707879.8333333334,12830.333333333334,0.0,0.0,0.0,337396.6666666667,0.0,216809.6,0.0,46697.700000000004,1283.0,568.0666666666667,176.66666666666666,77876.93333333333,0.0,3749.0,0.0,6063.2,0.0,0.0,926.0,160.0,0.0,0.0,3302.6666666666665,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 동대신2동,707879.8333333334,12830.333333333334,0.0,0.0,0.0,337396.6666666667,0.0,216809.6,0.0,46697.700000000004,1283.0,568.0666666666667,176.66666666666666,77876.93333333333,0.0,3749.0,0.0,6063.2,0.0,0.0,926.0,160.0,0.0,0.0,3302.6666666666665,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 동대신3동,707879.8333333334,12830.333333333334,0.0,0.0,0.0,337396.6666666667,0.0,216809.6,0.0,46697.700000000004,1283.0,568.0666666666667,176.66666666666666,77876.93333333333,0.0,3749.0,0.0,6063.2,0.0,0.0,926.0,160.0,0.0,0.0,3302.6666666666665,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 서대신1동,1716991.9666666668,64717.0,8884.0,0.0,0.0,1137684.3333333333,0.0,257882.5,304.6666666666667,35229.86666666667,517.3333333333334,74.66666666666667,0.0,102678.06666666667,0.0,223.66666666666666,0.0,18441.666666666668,605.0,0.0,2689.0,1136.6000000000001,25163.666666666668,0.0,18267.666666666668,0.0,37987.0,4505.266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 서대신3동,1716991.9666666668,64717.0,8884.0,0.0,0.0,1137684.3333333333,0.0,257882.5,304.6666666666667,35229.86666666667,517.3333333333334,74.66666666666667,0.0,102678.06666666667,0.0,223.66666666666666,0.0,18441.666666666668,605.0,0.0,2689.0,1136.6000000000001,25163.666666666668,0.0,18267.666666666668,0.0,37987.0,4505.266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 서대신4동,1716991.9666666668,64717.0,8884.0,0.0,0.0,1137684.3333333333,0.0,257882.5,304.6666666666667,35229.86666666667,517.3333333333334,74.66666666666667,0.0,102678.06666666667,0.0,223.66666666666666,0.0,18441.666666666668,605.0,0.0,2689.0,1136.6000000000001,25163.666666666668,0.0,18267.666666666668,0.0,37987.0,4505.266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 부민동,409378.9,35422.4,0.0,0.0,0.0,16911.7,0.0,218266.2,0.0,47497.0,1291.9,0.0,0.0,79720.8,0.0,3689.2000000000003,0.0,572.4,0.0,0.0,0.0,0.0,0.0,0.0,6007.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 아미동,718994.6,20207.9,0.0,0.0,0.0,142651.9,0.0,413906.5,0.0,42731.5,1920.5,0.0,0.0,64604.3,0.0,0.0,0.0,7749.9,0.0,0.0,6266.5,0.0,0.0,0.0,969.2,0.0,17408.9,577.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 초장동,442898.0,55783.8,0.0,0.0,0.0,154592.8,0.0,176773.3,0.0,12687.5,204.5,0.0,0.0,37058.8,0.0,0.0,0.0,1785.2,0.0,0.0,0.0,0.0,0.0,0.0,3922.9,0.0,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 충무동,368665.9,0.0,0.0,0.0,0.0,0.0,0.0,205855.0,0.0,27279.7,934.1999999999999,0.0,3203.0,120212.2,0.0,6771.7,0.0,1396.3,0.0,0.0,0.0,26.4,0.0,0.0,605.0,0.0,0.0,2382.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 남부민1동,544893.65,7883.0,16.5,0.0,0.0,119977.5,0.0,276463.1,331.05,13377.5,1288.15,1389.0,564.5,83106.35,0.0,0.0,1941.25,4485.7,0.0,0.0,167.5,0.0,0.0,0.0,4487.5,0.0,201.5,29213.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 남부민2동,544893.65,7883.0,16.5,0.0,0.0,119977.5,0.0,276463.1,331.05,13377.5,1288.15,1389.0,564.5,83106.35,0.0,0.0,1941.25,4485.7,0.0,0.0,167.5,0.0,0.0,0.0,4487.5,0.0,201.5,29213.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
서구 암남동,3675272.2,55998.0,17849.0,0.0,0.0,1783688.0,0.0,782318.1,122097.2,66481.0,10245.0,1919.0,77688.0,343717.4,0.0,0.0,17591.8,15141.0,0.0,0.0,1016.0,21435.2,0.0,18335.3,1386.0,0.0,1424.0,336942.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 남천1동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 남천2동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 수영동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 망미1동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 망미2동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 광안1동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 광안2동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 광안3동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 광안4동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수영구 민락동,1021242.9400000001,1742.8,469.2,0.0,0.0,232986.1,0.0,523643.15,2569.96,32131.73,2933.68,1858.6299999999999,818.0,161107.87,0.0,14302.4,2558.4,9238.11,0.0,0.0,236.7,8972.880000000001,210.8,0.0,16343.23,120.0,271.9,8727.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 거제1동,1056044.55,2522.475,4254.9,0.0,0.0,198176.25,0.0,460413.3,1030.5,59240.775,8134.0,4804.3,263.775,166029.35,19333.625,8566.5,0.0,17195.325,0.0,0.0,1899.25,3086.275,90676.5,0.0,4868.875,0.0,701.5,4847.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 거제2동,1056044.55,2522.475,4254.9,0.0,0.0,198176.25,0.0,460413.3,1030.5,59240.775,8134.0,4804.3,263.775,166029.35,19333.625,8566.5,0.0,17195.325,0.0,0.0,1899.25,3086.275,90676.5,0.0,4868.875,0.0,701.5,4847.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 거제3동,1056044.55,2522.475,4254.9,0.0,0.0,198176.25,0.0,460413.3,1030.5,59240.775,8134.0,4804.3,263.775,166029.35,19333.625,8566.5,0.0,17195.325,0.0,0.0,1899.25,3086.275,90676.5,0.0,4868.875,0.0,701.5,4847.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 거제4동,1056044.55,2522.475,4254.9,0.0,0.0,198176.25,0.0,460413.3,1030.5,59240.775,8134.0,4804.3,263.775,166029.35,19333.625,8566.5,0.0,17195.325,0.0,0.0,1899.25,3086.275,90676.5,0.0,4868.875,0.0,701.5,4847.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산1동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산2동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산3동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산4동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산5동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산6동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산8동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
연제구 연산9동,984340.55,2904.65,1100.8875,0.0,0.0,267248.9625,0.0,471752.9625,1073.3375,41945.6125,3851.5375,2076.75,572.125,137895.025,123.0,10137.0,434.125,9591.3375,70.625,0.0,912.5,6463.9375,953.875,0.0,8060.675,0.0,9829.25,7341.2,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 남항동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 영선1동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 영선2동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 신선동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 봉래1동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 봉래2동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 청학1동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 청학2동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 동삼1동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 동삼2동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
영도구 동삼3동,1290872.3,31061.29090909091,10674.718181818182,0.0,0.0,354020.8181818182,0.0,374957.60000000003,68672.81818181818,92438.0090909091,6138.9,4903.090909090909,9237.918181818182,123314.66363636364,0.0,0.0,4533.881818181818,13140.509090909092,16.0,0.0,2281.818181818182,9921.027272727273,1170.6181818181817,140251.0,10224.463636363636,784.0909090909091,5122.181818181818,28006.518181818185,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 중앙동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 동광동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 대청동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 보수동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 부평동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 광복동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 남포동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 영주1동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
중구 영주2동,313975.77777777775,245.88888888888889,0.0,0.0,0.0,11767.111111111111,0.0,166089.54444444444,0.0,9341.922222222223,3422.1777777777775,138.02222222222224,265.1666666666667,82965.52222222222,8021.044444444444,1569.322222222222,0.0,1743.4,0.0,0.0,4464.588888888889,18936.455555555556,0.0,0.0,2581.1111111111113,0.0,0.0,2424.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 우1동,3667895.5,17375.333333333332,48643.799999999996,3225.3333333333335,0.0,2087470.3333333333,0.0,767317.6,10539.166666666666,120691.8,12169.433333333334,2973.1,0.0,282026.89999999997,32448.666666666668,64746.299999999996,4649.599999999999,37252.666666666664,6.666666666666667,0.0,0.0,79213.90000000001,51192.833333333336,0.0,14914.800000000001,0.0,734.6666666666666,30299.933333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 우2동,3667895.5,17375.333333333332,48643.799999999996,3225.3333333333335,0.0,2087470.3333333333,0.0,767317.6,10539.166666666666,120691.8,12169.433333333334,2973.1,0.0,282026.89999999997,32448.666666666668,64746.299999999996,4649.599999999999,37252.666666666664,6.666666666666667,0.0,0.0,79213.90000000001,51192.833333333336,0.0,14914.800000000001,0.0,734.6666666666666,30299.933333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
해운대구 우3동,3667895.5,17375.333333333332,48643.799999999996,3225.3333333333335,0.0,2087470.3333333333,0.0,767317.6,10539.166666666666,120691.8,12169.433333333334,2973.1,0.0,282026.89999999997,32448.666666666668,64746.299999999996,4649.599999999999,37252.666666666664,6.666666666666667,0.0,0.0,79213.90000000001,51192.833333333336,0.0,14914.800000000001,0.0,734.6666666666666,30299.933333333334,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
